Order ID	Order date	Return request date	Return request status	Amazon RMA ID	Merchant RMA ID	Label type	Label cost	Currency code	Return carrier	Tracking ID	Label to be paid by	A-to-Z Claim	Is prime	ASIN	Merchant SKU	Item Name	Return quantity	Return Reason	In policy	Return type	Resolution	Invoice number	Return delivery date	Order Amount	Order quantity	SafeT Action reason	SafeT claim id	SafeT claim state	SafeT claim creation time	SafeT claim reimbursement amount	Refunded Amount
702-1293953-5518645	04-Mar-2023	28-Mar-2023	PendingApproval	 	 	 	 	 	 	 	Seller	N	N	B0BWQSMGRH	JC-1YUZ-2H7V	Fone Bluetooth, Fone de ouvido intra-auricular à prova d'água, microfone estéreo com redução de ruído, adequado para esportes, jogos, viagens (Preto)	1	CR-DEFECTIVE	Y	C-Returns	StandardRefund	 	 	68.00	1
